City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,shiraoi,42.55,141.35,38.52,89,33,6.33,JP,1737317448
363,lodja,-3.4833,23.4333,71.67,83,100,1.66,CD,1737317449
364,concepcion del oro,24.6333,-101.4167,56.59,19,100,9.42,MX,1737317450
365,kayangel,8.0823,134.7173,82.63,80,100,14.56,PW,1737317451
366,antalaha,-14.9003,50.2788,75.04,90,100,3.4,MG,1737317452
367,howrah,22.5892,88.3103,62.6,77,0,4.61,IN,1737317453
368,chonchi,-42.6128,-73.8092,68.58,50,100,0.67,CL,1737317455
369,laojunmiao,39.8333,97.7333,29.5,16,89,6.8,CN,1737317233
370,berriane,32.8265,3.7669,49.8,44,0,6.8,DZ,1737317457
371,komsomolets,53.7453,62.0708,13.3,93,17,12.71,KZ,1737317458
372,puerto aysen,-45.4,-72.7,70.65,54,97,3.67,CL,1737317459
373,horasan,40.0458,42.1728,7.38,100,95,0.83,TR,1737317460
374,sofifi,0.7349,127.576,79.11,84,40,2.77,ID,1737317462
375,pervomayskoye,43.919,46.7102,37.18,84,100,14.43,RU,1737317463
376,bodden town,19.2833,-81.25,86.0,79,20,12.66,KY,1737317464
377,sambava,-14.2667,50.1667,77.18,86,100,2.57,MG,1737317465
378,vorkuta,67.5,64.0,-16.6,93,69,7.94,RU,1737317466
379,midvagur,62.0511,-7.1939,45.43,100,100,13.8,FO,1737317467
380,urrao,6.3152,-76.1342,68.86,70,59,2.57,CO,1737317367
381,rethymno,35.3647,24.4714,53.64,81,35,4.27,GR,1737317469
382,qianzhou,28.3167,109.7167,48.78,76,12,1.88,CN,1737317471
383,tabou,4.423,-7.3528,80.69,78,10,9.33,CI,1737317423
384,bonthe,7.5264,-12.505,79.18,75,81,8.63,SL,1737317474
385,gdov,58.7406,27.8122,33.15,95,37,10.67,RU,1737317475
386,sanandaj,35.3144,46.9923,32.86,70,4,4.99,IR,1737317476
387,nola,40.922,14.5329,53.38,86,58,4.03,IT,1737317477
388,ulladulla,-35.35,150.4667,57.72,79,43,3.49,AU,1737317478
389,phang nga,8.4509,98.5298,71.76,85,100,4.47,TH,1737317367
390,illizi,26.4833,8.4667,53.15,33,85,8.46,DZ,1737317480
391,egilsstadir,65.2653,-14.3948,31.6,96,100,15.55,IS,1737317481
392,al kharijah,25.4514,30.5464,64.0,23,64,9.24,EG,1737317482
393,nizao,18.25,-70.2,82.89,57,6,13.38,DO,1737317484
394,la'ie,21.6477,-157.9253,78.04,64,1,7.0,US,1737317485
395,berezovo,63.9381,65.0419,0.18,94,100,12.3,RU,1737317472
396,happy valley-goose bay,53.3168,-60.3315,35.91,80,75,6.91,CA,1737317488
397,mejit,10.2753,170.8646,80.29,78,57,23.15,MH,1737317490
398,sawakin,19.1059,37.3321,76.19,69,100,12.1,SD,1737317492
399,sinop,41.7711,34.8709,35.51,94,100,8.21,TR,1737317332
400,benghazi,32.1167,20.0667,63.32,55,2,8.08,LY,1737317494
401,tindouf,27.6711,-8.1474,56.28,24,0,4.97,DZ,1737317495
402,troitsko-pechorsk,62.7084,56.1964,14.07,93,100,8.1,RU,1737317496
403,pandan,14.0453,124.1694,75.49,90,100,2.86,PH,1737317497
404,marsabit,2.3284,37.9899,70.81,40,98,5.37,KE,1737317498
405,silat al harithiyah,32.5085,35.2275,51.82,81,9,3.51,PS,1737317499
406,el calafate,-50.3408,-72.2768,59.86,54,100,9.51,AR,1737317502
407,sokol,59.4617,40.1206,27.1,97,100,7.87,RU,1737317503
408,okahao,-17.885,15.0667,84.61,18,36,10.87,NA,1737317504
409,sao jose da coroa grande,-8.8978,-35.1478,81.09,74,100,10.4,BR,1737317349
410,ilomantsi,62.6716,30.9328,33.04,77,100,15.68,FI,1737317508
411,port elizabeth,-33.918,25.5701,69.31,92,0,5.01,ZA,1737317509
412,taoudenni,22.6783,-3.9836,63.9,17,0,10.71,ML,1737317510
413,howard springs,-12.497,131.047,78.71,100,55,4.76,AU,1737317511
414,mogadishu,2.0371,45.3438,75.94,80,16,21.65,SO,1737317512
415,barra do garcas,-15.89,-52.2567,81.64,71,17,5.55,BR,1737317257
416,lincoln,40.8,-96.667,12.88,43,0,7.0,US,1737317359
417,puerto baquerizo moreno,-0.9,-89.6,81.59,74,75,14.97,EC,1737317516
418,fortuna,40.5982,-124.1573,41.92,100,20,0.0,US,1737317518
419,zouerate,22.7187,-12.4521,63.1,36,0,8.37,MR,1737317519
420,roven'ky,48.0833,39.3776,30.47,92,100,10.85,UA,1737317520
421,amga,60.8953,131.9608,-19.12,100,96,3.02,RU,1737317521
422,tarawa,1.419,172.984,80.2,82,29,16.91,KI,1737317522
423,tutong,4.8,114.65,78.35,90,100,9.37,BN,1737317524
424,fort frances,48.5999,-93.4003,-10.95,60,75,6.91,CA,1737317525
425,les andelys,49.25,1.4167,34.92,88,18,2.68,FR,1737317526
426,lubang,13.8584,120.124,79.59,84,85,13.6,PH,1737317527
427,ambalavao,-21.8333,46.9333,67.19,93,88,4.07,MG,1737317528
428,dunedin,-45.8742,170.5036,61.81,69,68,3.0,NZ,1737317529
429,kolonia,50.9333,6.95,30.45,92,100,3.44,DE,1737317530
430,krasnoarmeysk,51.0239,45.6969,31.62,92,100,9.66,RU,1737317532
431,ust-nera,64.5667,143.2,-37.53,97,94,5.44,RU,1737317533
432,pangody,65.85,74.4859,-7.69,98,100,16.11,RU,1737317534
433,mumford,5.2618,-0.759,80.35,87,33,15.1,GH,1737317535
434,moquegua,-17.1956,-70.9353,75.16,35,100,12.97,PE,1737317536
435,nuku'alofa,-21.1333,-175.2,77.34,94,75,2.3,TO,1737317537
436,erenhot,43.6475,111.9767,19.78,57,11,10.31,CN,1737317538
437,lamu,-2.2717,40.902,77.58,85,33,15.77,KE,1737317540
438,harper,4.375,-7.7169,80.67,78,7,10.04,LR,1737317541
439,teodoro sampaio,-22.5325,-52.1675,88.25,53,100,6.49,BR,1737317316
440,balkanabat,39.5108,54.3671,43.61,79,99,5.39,TM,1737317543
441,port shepstone,-30.7414,30.455,75.54,92,3,3.44,ZA,1737317544
442,nishinoomote,30.7333,131.0,56.98,65,100,14.94,JP,1737317545
443,kingston,17.997,-76.7936,87.17,65,8,11.21,JM,1737317473
444,puerto escondido,15.85,-97.0667,83.21,64,8,6.73,MX,1737317548
445,birao,10.2849,22.7882,80.49,23,2,5.82,CF,1737317549
446,el nido,11.1858,119.3956,76.14,94,84,8.95,PH,1737317550
447,khorixas,-20.3667,14.9667,73.33,35,100,12.15,NA,1737317552
448,meadow lakes,61.6247,-149.6011,35.47,85,100,15.01,US,1737317553
449,mount gambier,-37.8333,140.7667,64.72,71,100,4.54,AU,1737317554
450,mirriah,13.7073,9.1501,77.43,17,32,6.91,NE,1737317557
451,ixtapa,20.7,-105.2,74.43,64,40,9.22,MX,1737317558
452,prince rupert,54.3161,-130.3201,35.44,59,100,2.24,CA,1737317559
453,basoda,23.85,77.9333,60.06,60,0,2.13,IN,1737317560
454,ta`u,-14.2336,-169.5144,81.72,76,10,6.71,AS,1737317561
455,port alfred,-33.5906,26.891,73.18,94,44,1.01,ZA,1737317562
456,orebro,59.2741,15.2066,37.58,87,75,6.91,SE,1737317563
457,droitwich,52.2667,-2.15,37.18,87,100,2.04,GB,1737317564
458,horta,38.5333,-28.6333,60.44,81,40,34.52,PT,1737317566
459,campamento,14.55,-86.65,83.46,48,67,5.73,HN,1737317567
460,torghay,49.6339,63.4981,32.31,98,100,11.48,KZ,1737317568
461,aral,40.5156,81.2636,26.44,44,100,6.85,CN,1737317569
462,murun-kuren,49.6342,100.1625,0.36,90,52,2.66,MN,1737317571
463,sitrah,26.1547,50.6206,62.01,64,0,8.84,BH,1737317572
464,cannonvale,-20.2833,148.7,81.79,79,100,8.48,AU,1737317574
465,gonabad,34.3529,58.6837,40.77,55,100,0.87,IR,1737317575
466,bikenibeu village,1.3673,173.1241,80.19,81,25,16.75,KI,1737317576
467,freetown,8.484,-13.2299,77.99,76,7,10.18,SL,1737317577
468,lagoa,39.05,-27.9833,58.48,75,83,36.33,PT,1737317578
469,matoury,4.8483,-52.3317,82.36,69,75,10.36,GF,1737317427
470,rio preto da eva,-2.6994,-59.6997,89.56,50,80,1.39,BR,1737317544
471,nelson bay,-32.7167,152.15,62.11,87,98,11.01,AU,1737317581
472,taber,49.8167,-112.1518,4.68,76,100,10.16,CA,1737317322
473,daru,-9.0763,143.2092,79.23,85,100,3.74,PG,1737317584
474,mandalgovi,45.7625,106.2708,13.41,70,71,10.45,MN,1737317586
475,nakonde,-9.3421,32.745,60.53,92,100,1.57,ZM,1737317587
476,gomez farias,23.05,-99.15,60.37,34,73,10.02,MX,1737317588
477,argo,37.6333,22.7333,49.46,66,91,4.14,GR,1737317589
478,san luis de la loma,17.2706,-100.8939,82.35,65,0,7.27,MX,1737317590
479,pedro ii,-4.4247,-41.4586,72.18,89,100,1.74,BR,1737317591
480,jiamusi,46.8333,130.35,-5.17,100,46,5.77,CN,1737317593
481,moundsville,39.9203,-80.7431,26.55,90,100,1.01,US,1737317594
482,ballina,-28.8667,153.5667,65.66,80,54,14.52,AU,1737317596
483,salida,37.7058,-121.0849,56.28,65,0,4.61,US,1737317597
484,alaghsas,17.0187,8.0168,78.1,13,92,3.8,NE,1737317598
485,zemio,5.0314,25.1361,78.06,45,79,3.13,CF,1737317600
486,dompu,-8.5356,118.4622,75.97,99,100,2.91,ID,1737317601
487,bamboo flat,11.7,92.7167,75.6,72,72,7.58,IN,1737317602
488,strathalbyn,-35.2667,138.9,73.53,69,100,4.76,AU,1737317603
489,taulaga,-11.0553,-171.0883,82.99,73,98,8.72,AS,1737317532
490,shimoda,34.6667,138.95,47.95,85,100,12.21,JP,1737317605
491,autlan de navarro,19.7667,-104.3667,87.4,19,5,8.01,MX,1737317607
492,kyshtovka,56.555,76.6271,7.3,94,60,12.39,RU,1737317608
493,conduaga,8.862,117.4893,78.06,87,100,9.28,PH,1737317611
494,camiri,-20.05,-63.5167,78.01,67,84,6.08,BO,1737317612
495,luderitz,-26.6481,15.1594,62.8,81,1,13.67,NA,1737317613
496,karratha,-20.7377,116.8463,83.16,83,100,29.48,AU,1737317614
497,colchani,-20.3,-66.9333,60.13,47,100,1.83,BO,1737317615
498,ulanhot,46.0833,122.0833,13.73,92,32,6.8,CN,1737317616
499,la passe,45.5549,-0.8967,38.59,80,90,9.28,FR,1737317618
500,soure,-0.7167,-48.5233,79.5,78,35,6.15,BR,1737317619
501,segamat,2.5148,102.8158,72.05,94,100,4.23,MY,1737317620
502,olinda,-8.0089,-34.8553,83.93,74,40,9.22,BR,1737317621
503,mahina,-17.5065,-149.489,85.77,70,0,10.36,PF,1737317622
504,hovd,48.0056,91.6419,6.21,78,15,4.09,MN,1737317623
505,birjand,32.8663,59.2211,35.82,76,76,8.01,IR,1737317351
506,sharm el-sheikh,27.8518,34.305,66.38,53,76,2.19,EG,1737317625
507,selfoss,63.9331,-20.9971,31.82,74,100,17.72,IS,1737317626
508,new plymouth,-39.0667,174.0833,62.31,100,100,5.06,NZ,1737317628
509,greenville,35.6127,-77.3663,56.14,99,100,9.22,US,1737317434
510,jaru,-10.4389,-62.4664,72.46,98,100,2.62,BR,1737317630
511,porto,41.1496,-8.611,51.31,93,75,19.57,PT,1737317631
512,carnarvon,-24.8667,113.6333,86.52,56,100,17.22,AU,1737317632
513,beya,53.0533,90.9139,23.77,77,100,11.3,RU,1737317634
514,chernyshevskiy,63.0128,112.4714,9.63,92,100,13.4,RU,1737317635
515,zavodskoy,43.4597,132.2922,22.59,63,14,4.47,RU,1737317636
516,krasnokamensk,50.0979,118.0369,3.85,98,100,1.95,RU,1737317637
517,sampit,-2.5333,112.95,73.18,99,100,1.72,ID,1737317638
518,petropavlovka,50.6114,105.3196,-2.4,94,44,3.2,RU,1737317640
519,crane,31.3974,-102.3501,32.76,25,0,5.57,US,1737317641
520,glace bay,46.1969,-59.957,46.96,97,100,13.0,CA,1737317592
521,twon-brass,4.3151,6.2418,81.57,74,100,12.46,NG,1737317643
522,saint david's,12.0333,-61.6667,79.27,77,19,12.82,GD,1737317644
523,stonehouse,51.75,-2.2833,38.21,93,100,2.62,GB,1737317646
524,hanzhong,33.0728,107.0303,45.79,51,100,2.01,CN,1737317647
525,linxia chengguanzhen,35.6003,103.2064,27.37,38,0,0.58,CN,1737317648
526,wenchang,30.904,118.4887,43.48,37,0,1.7,CN,1737317650
527,bhimunipatnam,17.8833,83.4333,67.51,74,0,5.01,IN,1737317375
528,alexandroupoli,40.8475,25.8744,37.22,81,0,0.0,GR,1737317652
529,middlesboro,36.6084,-83.7166,28.4,80,100,10.36,US,1737317531
530,el granada,37.5027,-122.4694,52.57,86,100,9.22,US,1737317654
531,guarapari,-20.6667,-40.4975,81.28,77,66,15.99,BR,1737317558
532,aksu,41.1231,80.2644,16.92,84,100,1.7,CN,1737317658
533,aliveri,38.4167,24.0333,51.42,77,48,6.17,GR,1737317659
534,vershino-darasunskiy,52.35,115.5167,2.7,98,100,3.22,RU,1737317660
535,vilyuysk,63.7553,121.6247,9.82,93,100,10.4,RU,1737317661
536,umm kaddadah,13.6017,26.6876,73.56,22,0,12.86,SD,1737317665
537,arraial do cabo,-22.9661,-42.0278,87.66,66,0,14.97,BR,1737317666
538,jeddah,21.5169,39.2192,75.06,69,0,11.5,SA,1737317667
539,atbasar,51.8,68.3333,27.46,95,100,12.35,KZ,1737317611
540,concordia,-31.393,-58.0209,76.78,83,75,9.22,AR,1737317492
541,usinsk,65.9939,57.5281,0.57,92,100,18.23,RU,1737317670
542,san carlos del zulia,9.0,-71.9135,90.27,48,0,7.67,VE,1737317671
543,vila franca do campo,37.7167,-25.4333,61.21,82,70,26.49,PT,1737317672
544,ponta delgada,37.7333,-25.6667,61.52,77,20,28.77,PT,1737317673
545,lefkada,38.8275,20.7019,49.98,87,40,4.61,GR,1737317674
546,knyaze-volkonskoye,48.4642,135.4567,-7.26,99,97,4.47,RU,1737317675
547,beitbridge,-22.2167,30.0,81.63,46,100,7.92,ZW,1737317677
548,nookat,40.2671,72.6207,27.9,64,56,6.04,KG,1737317678
549,yatou,37.15,122.3833,30.69,75,0,6.22,CN,1737317679
550,djambala,-2.5447,14.7533,66.97,87,100,3.0,CG,1737317680
551,sake,-1.5736,29.045,62.67,88,87,1.79,CD,1737317681
552,minas de marcona,-15.2119,-75.1103,68.99,62,100,19.13,PE,1737317682
553,tazovsky,67.4667,78.7,-20.33,94,100,9.91,RU,1737317683
554,papanasam,10.9333,79.2833,75.4,96,98,9.37,IN,1737317684
555,parabel',58.6978,81.4825,9.12,89,98,13.31,RU,1737317686
556,adam,22.3756,57.5233,61.41,38,0,8.1,OM,1737317442
557,bubaque,11.2833,-15.8333,77.36,69,45,13.13,GW,1737317688
558,port douglas,-16.4833,145.4667,80.01,82,100,7.02,AU,1737317690
559,vila velha,-20.3297,-40.2925,84.15,72,0,17.27,BR,1737317691
560,caibarien,22.5206,-79.4669,84.47,58,12,2.95,CU,1737317692
561,narrabri,-30.3167,149.7833,58.51,76,41,3.0,AU,1737317693
562,saurimo,-9.6608,20.3916,64.42,93,79,2.57,AO,1737317694
563,zhangye,38.9342,100.4517,26.08,39,4,9.28,CN,1737317695
564,al ghayzah,16.2079,52.176,68.97,61,4,3.13,YE,1737317697
565,qamdo,31.1667,97.2333,24.19,32,0,2.89,CN,1737317698
566,prado,-17.3411,-39.2208,80.42,74,19,10.49,BR,1737317699
567,piacabucu,-10.4056,-36.4344,81.14,74,100,10.27,BR,1737317700
568,jatoba,-9.1831,-38.2689,88.3,42,84,0.87,BR,1737317701
569,xining,36.6167,101.7667,21.16,58,0,2.73,CN,1737317542
570,telimele,10.9167,-13.3333,78.3,25,2,3.74,GN,1737317703
571,katsuren-haebaru,26.3369,127.8719,64.42,87,100,8.05,JP,1737317704
572,gubat,12.9206,124.1231,78.15,89,100,5.3,PH,1737317705
573,las khorey,11.1595,48.1967,71.6,64,79,7.05,SO,1737317706
574,waycross,31.2136,-82.354,60.85,67,75,11.5,US,1737317707
575,kabansk,52.0486,106.6528,12.15,91,100,4.03,RU,1737317709
576,nakamura,32.9833,132.9333,40.82,98,25,4.29,JP,1737317710
577,remire-montjoly,4.9167,-52.2667,82.44,69,75,10.36,GF,1737317711
578,san fernando de apure,7.8878,-67.4724,90.45,43,79,10.51,VE,1737317712
579,morehead city,34.7229,-76.726,59.04,91,100,21.85,US,1737317485
580,richards bay,-28.783,32.0377,77.14,92,32,11.45,ZA,1737317515
581,kismayo,-0.3582,42.5454,77.22,83,30,15.7,SO,1737317715
582,gaalkacyo,6.7697,47.4308,70.02,72,50,17.13,SO,1737317716
583,buchanan,5.8808,-10.0467,80.06,78,6,7.58,LR,1737317718
584,vasudevanallur,9.2333,77.4167,72.43,94,100,3.22,IN,1737317719
585,yanykurgan,43.915,67.2481,31.96,82,100,10.96,KZ,1737317721
586,ukholovo,53.7929,40.4892,28.49,90,9,10.27,RU,1737317722
587,lospalos,-8.5186,127.0025,71.96,99,100,2.73,TL,1737317723
588,hassi messaoud,31.6804,6.0729,51.66,62,0,2.3,DZ,1737317724
589,nogliki,51.8333,143.1667,5.63,96,100,5.17,RU,1737317725
